Date,Country,Site,Lat,Long,Transect,dist_port,Depth,cprod_mean,cprod_l95,cprod_u95,macberos_mean,micberos,rug,tlength,hcprod_mean,hcprod_l95,hcprod_u95,ccaprod_mean,ccaprod_l95,ccaprod_u95,eros_urch,Balance,lower95,upper95,coral_cover,cca_cover,sed_cover,soft_cover,mac_cover,turf_cover,rub_cover,rock_cover,lpave_cover,sand_cover,tot-bare-substrate,other_cover,numb_gen,eros_pfish,gnet,eros_tot,prod_bacro,prod_tacro,prod_br_por,prod_poc,prod_othbrcor,prod_masspor,prod_massother,prod_encpor,prod_othenc,prod_fol,prod_mush,prod_other,prod_branchinf,prod_mass,prod_enc,prod_oth,cover_comp,cover_weedy,cover_general,cover_stress,prod_com,prod_weed,prod_gen,prod_stress
11/06/2017,Singapore,Djong,1.214449,103.787036,1,9.21,3.8,1.012778386,0.590314197,1.523939065,0.973511,0.973511,2.039,10,0.919715386,0.542023297,1.386103965,0.093063,0.0482909,0.1378351,0.881078438,-0.755193051,-0.290764241,0.642860628,5.665280665,13.15340909,0.681818182,0,15.22727273,25.56818182,16.30681818,0,0,4.431818182,20.73863636,0.795454545,2,0.100697908,-1.91601996,-2.928798346,0,0,0,0,0,0,0.675394534,0,0.244320852,0,0,2.22E-16,0,0.675394534,0.244320852,0.919715386,0,0,0,100,0,0,0,0.919715386
11/06/2017,Singapore,Djong,1.214449,103.787036,2,9.21,4.2,1.345534196,0.582660591,2.181696068,1.059333,1.059333,2.174,10,1.220512196,0.517785991,1.996526668,0.125022,0.0648746,0.1851694,0.594150113,-0.213694917,-0.011489522,1.587545955,7.923228346,18.27262045,1.380728555,0.646298472,20.29964747,15.39365452,15.04112808,0,0,3.672150411,18.7132785,1.850763807,7,0.100697908,-1.467979825,-2.813514021,0,0,0.313623545,0,0,0,0.102404269,0,0.11961585,0,0,0.684868533,0.313623545,0.102404269,0.11961585,1.220512196,0,30.43478261,49.68944099,19.8757764,0,0.667777642,0.392082802,0.160651753
11/06/2017,Singapore,Djong,1.214449,103.787036,3,9.21,4.3,2.560218636,0.629160221,4.707809986,1.025211,1.025211,2.023,10,2.434191636,0.579409121,4.521152086,0.126027,0.0497511,0.1866579,0.382920364,1.243305272,0.246239857,4.324889622,18.0293501,20.23233301,0.451758632,0.419490158,17.03775411,19.07066796,13.87544369,0,0,1.290738948,15.16618264,1.355275895,6,0.100697908,0.026178364,-2.534040272,0,0,0,0,0,0,0,0,0.182381767,0.165992427,0,2.085817442,0,0,0.182381767,2.434191636,40.40697674,15.69767442,37.79069767,6.104651163,0.802153457,1.195270078,0.424766541,0.01200156
11/06/2017,Singapore,Djong,1.214449,103.787036,4,9.21,4.1,0.337689403,0.142546052,0.567426644,0.891308,0.891308,1.763,10,0.237792403,0.090708952,0.419469744,0.099897,0.0518371,0.1479569,0.298333852,-0.772648449,-0.155787801,0.269092791,3.837342497,18.18514453,3.768752287,0,27.29601171,25.68605928,8.671789243,0,0,1.427003293,10.09879254,2.41492865,4,0.100697908,-1.843958357,-2.18164776,0,0,0,0,0,0,0,0,0.102381163,0,0.13541124,0,0,0,0.102381163,0.237792403,0,0,13.43283582,86.56716418,0,0,0.038190461,0.199601942
11/06/2017,Singapore,Djong,1.214449,103.787036,5,9.21,3.5,0.519467234,0.333500769,0.740752314,0.86339,0.86339,1.789,10,0.419570234,0.281663669,0.592795414,0.099897,0.0518371,0.1479569,0.082558852,-0.349661619,0.250941917,0.658193462,6.352087114,18.00724638,2.101449275,0,7.717391304,26.19565217,16.12318841,0,0,4.311594203,20.43478261,1.304347826,3,0.100697908,-1.390569526,-1.91003676,0,0,0,0,0,0,0,0,0.298671156,0.120899078,0,5.55E-17,0,0,0.298671156,0.419570234,0,0,18.0952381,81.9047619,0,0,0.120899078,0.298671156
11/06/2017,Singapore,Djong,1.214449,103.787036,6,9.21,3.7,0.693088484,0.253319628,1.258321028,0.865458,0.865458,1.825,10,0.557614484,0.183021428,1.057671228,0.135474,0.0702982,0.2006498,0.190446352,-0.285811868,0.062873276,1.067874676,3.189703413,24.54479243,3.022578296,0,11.50764749,19.00946832,11.79898034,0,0,5.498907502,17.29788784,5.24399126,4,0.100697908,-1.328971776,-2.02206026,0,0,0,0,0,0,0.343060525,0,0.152329127,0,0.062224832,-2.22E-16,0,0.343060525,0.152329127,0.557614484,0,0,59.64912281,40.35087719,0,0,0.152329127,0.405285357
11/01/2017,Singapore,Hantu,1.226483,103.746937,2,7.55,3.4,9.728705896,3.548163957,17.05615791,1.164801,1.164801,2.398,10,9.728117296,3.548643357,17.05450131,0.0005886,-0.0004794,0.0016566,0.1078875,8.559655396,3.440276457,16.94827041,49.62468724,0.205690778,0,0,4.319506342,27.52828248,6.41069592,0,0,4.970860473,11.38155639,4.388069935,11,0.201987886,7.08922851,-2.639477386,0,0,0.731788271,0,0,0.652150683,1.426289895,0,0.287822508,1.018885992,0,5.611179948,0.731788271,2.078440577,0.287822508,9.728117296,0,15.37815126,63.61344538,21.00840336,0,2.208240978,5.235584183,2.284292135
11/01/2017,Singapore,Hantu,1.226483,103.746938,3,7.55,3,3.512256478,1.685268284,5.774675996,1.00815,1.00815,1.977,10,3.512256478,1.685268284,5.774675996,0,0,0,0,2.593806478,1.685268284,5.774675996,27.31411229,0,0,0.575184881,10.39441249,32.4157765,8.50451931,0,0,1.109285127,9.613804437,15.20131471,9,0.201987886,1.293968592,-2.218287886,0,0,0.513202164,0,0,0.961773307,0.973427943,0,0.416466451,0.38389916,0.263487453,4.44E-16,0.513202164,1.935201251,0.416466451,3.512256478,0,17.22222222,30.55555556,52.22222222,0,0.643225483,0.536252106,2.332778889
11/01/2017,Singapore,Hantu,1.226483,103.746939,4,7.55,3.7,3.196167348,1.352277827,5.459182298,1.205644,1.205644,2.412,10,3.193714848,1.354275327,5.452279798,0.0024525,-0.0019975,0.0069025,0.1078875,1.989907848,1.244390327,5.351294798,19.7761194,0.877808989,0,0,18.01264045,34.26966292,6.25,0,0,2.808988764,9.058988764,11.97331461,10,0.201987886,0.475003962,-2.721163386,0,0,0.266104826,0,0.106582838,0,1.092971553,0,0.571525602,0,0,1.156530029,0.372687664,1.092971553,0.571525602,3.193714848,0,5.870020964,66.24737945,27.88259958,0,0.266104826,1.682213333,1.245396689
11/01/2017,Singapore,Hantu,1.226483,103.74694,5,7.55,3.5,3.083392218,1.165420656,5.352328463,0.90992,0.90992,2.148,10,3.081626418,1.166858856,5.347358663,0.0017658,-0.0014382,0.0049698,0,2.254432218,1.165420656,5.352328463,28.49162011,0.636042403,0,0,7.879858657,25.93639576,5.19434629,0,0,13.71024735,18.90459364,6.113074205,9,0.201987886,1.061564332,-2.021827886,0,0,0,0,0,0,0.396381225,0,0.725753598,0.19194958,0,1.767542015,0,0.396381225,0.725753598,3.081626418,0,5.22875817,66.99346405,27.77777778,0,0.708308194,1.70563643,0.667681794
11/01/2017,Singapore,Hantu,1.226483,103.746941,6,7.55,3.9,2.007147778,1.198930582,2.833988227,0.816343,0.816343,1.791,10,2.005676278,1.200129082,2.829846727,0.0014715,-0.0011985,0.0041415,0.556005087,0.707433691,0.642925495,2.27798314,11.67800454,0.523012552,0,0,15.79497908,28.52161785,15.55090656,0,0,7.391910739,22.94281729,2.092050209,7,0.201987886,-0.383531195,-2.390678973,0,0,0,0,0,0,1.068866987,0,0.427934646,0.132585917,0,0.376288728,0,1.068866987,0.427934646,2.005676278,0,8.252427184,32.52427184,59.22330097,0,0.376288728,0.335138742,1.294248808
11/06/2017,Singapore,Hantu,1.226483,103.746942,7,7.55,4.1,3.475390524,2.21345882,4.948924705,1.033483,1.033483,2.298,10,3.469112124,2.21857242,4.931254305,0.0062784,-0.0051136,0.0176704,0.041279426,2.492582098,2.172179393,4.907645279,20.53959965,2.071867918,0,0,5.827128521,35.44836517,7.963742311,0,0,9.679507931,17.64325024,6.08611201,8,0.201987886,1.165157212,-2.310233312,0,0,0,0,0,0,1.480587702,0,0.177012995,0.156537554,0,1.654973873,0,1.480587702,0.177012995,3.469112124,0,0,56.56779661,43.43220339,0,0,1.811511427,1.657600697
11/07/2017,Singapore,Kusu,1.225422,103.860006,1,13.29,4.2,4.30694698,2.351315715,6.637431434,1.361261,1.361261,2.633,10,4.11417698,2.224405715,6.378801434,0.19277,0.12691,0.25863,0,3.06680398,2.351315715,6.637431434,22.31672742,11.61330822,1.632140615,0.62774639,15.22284997,29.47269303,8.945386064,0,0,0,8.945386064,6.246076585,6,0.201987886,1.382437094,-2.924509886,0,0,0,0,0,0.443655343,1.665208917,0,0.604761682,0,0,1.400551038,0,2.10886426,0.604761682,4.11417698,0,0,56.26134301,43.73865699,0,0,2.114207517,1.999969463
11/07/2017,Singapore,Kusu,1.225422,103.860006,2,13.29,4.4,2.574337035,1.643748633,3.718105248,1.248038,1.248038,2.531,10,2.382609035,1.517524633,3.460873248,0.191728,0.126224,0.257232,0.052684954,1.38465808,1.591063679,3.665420294,18.7139324,11.52882206,1.378446115,0.720551378,6.359649123,33.95989975,9.335839599,0,0,3.665413534,13.00125313,5.827067669,4,0.201987886,-0.176411805,-2.75074884,0,0,0,0,0,0,0,0,0.433838417,0.835246099,0,1.113524519,0,0,0.433838417,2.382609035,0,0,98.45814978,1.54185022,0,0,2.267450016,0.115159018
11/07/2017,Singapore,Kusu,1.225422,103.860006,3,13.29,4.2,1.583002289,0.799106372,2.561117888,1.139468,1.139468,2.204,10,1.422013289,0.756231372,2.345126888,0.160989,0.042875,0.215991,0.1078875,0.437030789,0.691218872,2.453230388,18.96472744,10.97301136,1.953125,6.889204545,18.03977273,24.57386364,9.801136364,0,0,0,9.801136364,3.267045455,8,0.201987886,-1.005809097,-2.588811386,0,0,0,0,0.106582838,0,0.580921593,0,0.734508858,0,0,0,0.106582838,0.580921593,0.734508858,1.422013289,0,1.690821256,22.46376812,75.84541063,0,0.035615138,0.293319127,1.093079024
11/07/2017,Singapore,Kusu,1.225422,103.860006,4,13.29,4,2.989744629,1.281010852,5.005175906,1.222188,1.222188,2.588,10,2.891275629,1.216183852,4.873064906,0.098469,0.064827,0.132111,0,1.876300629,1.281010852,5.005175906,19.36090226,6.966457796,0.479174346,0,14.19093255,27.27607814,6.41356432,0,0,8.256542573,14.67010689,6.56100258,10,0.201987886,0.343380743,-2.646363886,0,0,0,0,0.076333053,0,1.746721323,0,0.366428424,0,0,0.701792829,0.076333053,1.746721323,0.366428424,2.891275629,0,6.310679612,28.39805825,65.29126214,0,0.575500408,0.415907404,1.899867817
11/07/2017,Singapore,Kusu,1.225422,103.860006,5,13.29,3.9,5.209390928,2.244648708,8.918168309,1.310078,1.310078,2.534,10,5.067157928,2.151009708,8.727341309,0.142233,0.093639,0.190827,0,4.015876928,2.244648708,8.918168309,32.97697368,10.11485735,1.59318266,0.185253798,21.41533901,28.67728788,2.556502408,0,0,0,2.556502408,3.18636532,6,0.201987886,2.387247042,-2.822143886,0,0,0,0,0,0,0.13321165,0,0.160467747,2.629825283,0,2.143653248,0,0.13321165,0.160467747,5.067157928,0,6.733167082,87.65586035,5.610972569,0,1.195270078,3.722835431,0.149052419
11/07/2017,Singapore,Kusu,1.225422,103.860006,6,13.29,3.5,3.821582111,2.050428962,5.66151184,1.51481,1.51481,3.041,10,3.715819111,1.980799962,5.51961484,0.105763,0.069629,0.141897,0.041279426,2.400272684,2.009149536,5.620232414,11.47736299,4.07548685,0.341296928,0,10.72073881,28.66894198,22.50552098,0,0,2.228468179,24.73398916,0.923509335,5,0.201987886,0.548694799,-3.272887312,0,0,0,2.732137751,0,0,0.516373839,0,0,0,0,0.467307521,2.732137751,0.516373839,0,3.715819111,59.51557093,3.460207612,12.11072664,24.91349481,2.732137751,0.221346311,0.24596121,0.516373839
11/03/2017,Singapore,Raffles,1.160084,103.740365,1,14.89,4,4.169411428,2.921665605,8.342539756,1.193753,1.193753,2.332,10,4.013563428,2.841717605,8.110791756,0.155848,0.079948,0.231748,1.761362834,1.320509594,1.160302772,6.581176923,33.61921098,16.94007365,0,0,3.481754268,29.6953465,10.57917643,0,0,0.770003348,11.34917978,0.93739538,16,0.239404037,-0.218861443,-4.388272871,0.409504072,0,0,0.86317298,0,0,0,0.121557113,1.326897139,0.834871646,0,0.457560478,1.272677052,0,1.448454252,4.013563428,10.33163265,0,50.12755102,39.54081633,1.272677052,0,2.001960185,0.738926191
11/03/2017,Singapore,Raffles,1.160084,103.740365,2,14.89,4,2.023186071,1.096323679,3.147489659,0.904233,0.904233,1.835,10,1.925550071,1.046237679,3.002303659,0.097636,0.050086,0.145186,0.42379033,0.775616741,0.672533349,2.723699328,31.0626703,12.25658648,0,0,0.343642612,30.66055746,13.32569683,0,0,3.283696067,16.6093929,1.756395571,5,0.239404037,-0.448474296,-2.471660367,0,0,0,0,0,0,0,0,1.351095474,0,0,0.574454597,0,0,1.351095474,1.925550071,0,11.05263158,76.66666667,12.28070175,0,0.187528701,1.692301558,0.045719812
11/03/2017,Singapore,Raffles,1.160084,103.740365,3,14.89,4,4.784080644,2.199684047,7.697013098,1.088285,1.088285,2.171,10,4.666424644,2.196524047,7.522057098,0.117656,0.00316,0.174956,0.883106097,2.909519548,1.316577951,6.813907001,28.59857482,14.20602454,0,0,0.595016735,36.1100781,8.40461138,0,0,2.454444031,10.85905541,2.528821123,12,0.239404037,1.48500051,-3.299080134,0,0,0,0,0,0.652150683,0.932294884,0,0.212113402,0.193483815,0,2.67638186,0,1.584445567,0.212113402,4.666424644,0,10.79734219,51.82724252,37.37541528,0,1.43875102,1.579165235,1.64850839
11/03/2017,Singapore,Raffles,1.160084,103.740365,4,14.89,4,7.194869578,2.338010257,12.51185716,1.179277,1.179277,2.321,10,7.112633578,2.295824257,12.38957116,0.082236,0.042186,0.122286,1.547100682,4.573417896,0.790909574,10.96475648,38.9876881,9.325881942,0,0,0.558854349,29.02549773,8.767027593,0,0,1.397135871,10.16416346,6.426825009,11,0.239404037,3.049810859,-4.145058719,0,0,0,0,0,0,1.175856795,0,1.726062948,0,1.119801195,3.09091264,0,1.175856795,1.726062948,7.112633578,0,15.78947368,38.83040936,45.38011696,0,2.988175195,1.695335668,2.429122716
11/03/2017,Singapore,Raffles,1.160084,103.740365,5,14.89,4,5.442308407,2.194817551,9.126782592,0.968341,0.968341,1.911,10,5.367156407,2.156265551,9.015030592,0.075152,0.038552,0.111752,0.565894414,3.994230993,1.628923137,8.560888178,39.60448957,9.594966575,0,0,0.471883602,28.50963429,11.67911915,0,0,1.494298073,13.17341722,4.364923319,13,0.239404037,2.700327956,-2.741980451,0,0,0,0,0,0,0.778035084,0,1.02613885,0.585874329,0.505051755,2.47205639,0,0.778035084,1.02613885,5.367156407,0,9.446693657,67.07152497,23.48178138,0,1.549424175,2.284236871,1.533495361
11/03/2017,Singapore,Raffles,1.160084,103.740365,6,14.89,4,5.922571551,3.205070053,9.279929807,1.103795,1.103795,2.15,10,5.857275551,3.171574053,9.182833807,0.065296,0.033496,0.097096,1.018349903,3.898636648,2.18672015,8.261579903,35.28584817,8.2780164,0,0,0,40.53104256,7.731354939,0,0,0.585708708,8.317063647,4.529480672,13,0.239404037,2.457227611,-3.46534394,0,0,0,0,0.125725028,0.428762819,2.931447787,0,0.6619325,0.368500933,0,1.340906484,0.125725028,3.360210606,0.6619325,5.857275551,0,0,47.67596282,52.32403718,0,0,2.277191736,3.580083814
31/10/2017,Singapore,Semakau,1.20259,103.755094,1,10.08,3.5,6.431477172,4.207556993,8.866747735,1.407791,1.407791,2.777,10,6.407086685,4.207843743,8.817680011,0.005278,0.004698,0.005858,0.433577659,4.715366513,3.773979334,8.433170076,38.7828592,1.911037891,0,0,5.041186161,41.25205931,3.459637562,0,0,1.779242175,5.238879736,5.831960461,5,0.066762402,3.115555111,-3.315922061,0,0,0,0,0,0,0.046902808,0,0.006981056,0,0.409860269,5.943342552,0,0.046902808,0.006981056,6.407086685,0,3.621169916,0,96.37883008,0,0.863250612,0,5.543836073
31/10/2017,Singapore,Semakau,1.20259,103.755094,2,10.08,3.6,5.431193175,1.702312045,9.535183982,0.91509,0.91509,1.887,10,5.428249496,1.702346653,9.529262015,0.000637,0.000567,0.000707,0.190446352,4.407076823,1.511865693,9.34473763,29.19978803,0.347394541,0,0.545905707,14.98759305,36.67493797,0,0,0,5.806451613,5.806451613,8.486352357,11,0.066762402,3.343804421,-2.087388754,0,0,0,0,0,0,0.625731487,0,0.326859683,0.59028529,0.336673861,3.548699174,0,0.625731487,0.326859683,5.428249496,0,24.13793103,35.20871143,40.65335753,0,2.943905933,1.279185421,1.205158142
31/10/2017,Singapore,Semakau,1.20259,103.755094,3,10.08,3.6,3.00742595,1.173443939,5.06335555,1.036585,1.036585,2.118,10,2.999015437,1.173443939,5.046435645,0.00182,0,0.00202,0.190446352,1.872624598,0.982997587,4.872909198,16.80830973,0.685635927,0,0.239972575,3.908124786,37.26431265,11.75865615,0,0,3.873842989,15.63249914,14.43263627,9,0.066762402,0.677047196,-2.330378754,0,0,0,0,0,0,0.460764474,0,0.342786987,0,1.313728791,0.881735185,0,0.460764474,0.342786987,2.999015437,0,4.775280899,37.07865169,58.14606742,0,0.376288728,0.73245328,1.890273429
31/10/2017,Singapore,Semakau,1.20259,103.755094,4,10.08,3.2,4.80629902,2.320035149,7.760211999,1.197889,1.197889,2.558,10,4.801252713,2.320094476,7.750060056,0.001092,0.000972,0.001212,0.270487613,3.444504407,2.049547535,7.489724386,35.340729,0.38897893,0,1.329011345,1.361426256,31.50729335,5.186385737,0,0,7.811993517,12.99837925,10.50243112,8,0.066762402,2.073271005,-2.733028015,0,0,0,0,0,0,1.732367238,0,0.720850001,0.681713085,0,1.666322389,0,1.732367238,0.720850001,4.801252713,0,1.905829596,70.1793722,27.91479821,0,0.376288728,2.469571368,1.955392616
31/10/2017,Singapore,Semakau,1.20259,103.755094,5,10.08,3.4,4.158309652,1.297222681,7.215693373,1.084149,1.084149,2.272,10,4.112472358,1.297761572,7.123479892,0.009919,0.008829,0.011009,0.422172131,2.748450522,0.87505055,6.793521242,13.86443662,3.373568555,0,2.414113278,1.578458682,43.79449087,12.13246673,0,0,5.41627979,17.54874652,3.992571959,7,0.066762402,1.501077119,-2.657232533,0,0,0,0,0,0,0.854220239,0,0.011115589,0.140793219,0.720902502,2.385440809,0,0.854220239,0.011115589,4.112472358,0,31.11111111,31.42857143,37.46031746,0,2.169193845,0.357040182,1.58623833
31/10/2017,Singapore,Semakau,1.20259,103.755094,6,10.08,3.3,4.606760315,1.375894659,8.141373027,0.963688,0.963688,2.14,10,4.582369828,1.376181409,8.092305303,0.005278,0.004698,0.005858,0.237686664,3.491129651,1.138207995,7.903686363,14.6728972,1.942397857,0,0,2.679169457,43.70395177,9.075686537,0,0,9.243134628,18.31882117,4.521098459,8,0.066762402,2.374935249,-2.231825066,0,0,0,0,0.640706545,0,1.100806449,0,0.009048322,0.115215038,0.281784055,2.434809418,0.640706545,1.100806449,0.009048322,4.582369828,0,35.03184713,22.92993631,42.03821656,0,2.434809418,0.755921583,1.391638826
11/08/2017,Singapore,Sisters,1.215376,103.83138,1,11.68,4.6,4.142675914,1.882934629,6.673707352,0.958001,0.958001,1.981,10,4.047842914,1.849355629,6.517620352,0.094833,0.033579,0.156087,0.634965895,2.634947019,1.247968734,6.038741458,14.48763251,12.76374957,0,0.415081287,10.96506399,29.15946039,12.97129021,0,0,4.427533725,17.39882394,1.971636112,7,0.1744947,1.417213319,-2.725462595,0,0,0,0,0,0.681935731,0.155126784,0.132050677,0.281893766,0,1.321063817,1.475772139,0,0.837062516,0.413944443,4.047842914,0,9.407665505,6.620209059,83.97212544,0,0.597635039,0.077668583,3.372539293
11/08/2017,Singapore,Sisters,1.215376,103.83138,2,11.68,4.5,5.835919588,2.373079516,9.650556618,1.030381,1.030381,2.08,10,5.794542588,2.358428516,9.582453618,0.041377,0.014651,0.068103,0.892977786,4.004238802,1.48010173,8.757578832,30.86538462,6.196975286,0,0,7.967539653,31.61195131,10.03319808,0,0,3.209147916,13.242346,4.057543342,14,0.1744947,2.707685102,-3.128234486,0,0,0,0,0,0,2.255553169,0,0.426045985,0.146477259,0,2.966466175,0,2.255553169,0.426045985,5.794542588,0,19.62616822,24.29906542,56.07476636,0,2.534476469,0.79048958,2.469576539
11/08/2017,Singapore,Sisters,1.215376,103.83138,3,11.68,4.5,3.788146541,1.891010114,6.081521491,1.072775,1.072775,2.17,10,3.695369541,1.881455114,5.928818491,0.092777,0.009555,0.152703,0.588033907,2.222787633,1.302976206,5.493487584,14.35429669,11.19379845,0,0,6.294573643,31.19379845,15.37984496,0,0,2.945736434,18.3255814,5.395348837,11,0.1744947,0.880067934,-2.908078607,0,0,0,0.206498783,0,0.235160003,1.954382824,0,0.529879467,0.202009875,0,0.567438588,0.206498783,2.189542827,0.529879467,3.695369541,4.347826087,9.364548495,37.45819398,48.82943144,0.206498783,0.539997082,0.626754133,2.322119542
11/08/2017,Singapore,Sisters,1.215376,103.83138,4,11.68,4.8,2.283149486,0.84130809,4.019203604,1.054163,1.054163,2.113,10,2.209133486,0.81510009,3.897379604,0.074016,0.026208,0.121824,0.357183059,0.965597427,0.484125031,3.662020545,16.34707574,9.536336731,0.526142716,0,6.609667872,34.52811575,13.58105886,0,0,2.433410062,16.01446892,5.55738244,6,0.1744947,-0.356854273,-2.640003759,0,0,0,0,0,0,0,0.038292349,0.606435908,0.120899078,0,1.443506151,0,0,0.644728257,2.209133486,0,5.865102639,54.25219941,39.88269795,0,0.442692621,0.702809115,1.06363175
11/08/2017,Singapore,Sisters,1.215376,103.83138,5,11.68,4.2,2.062844529,0.76042002,3.706686264,1.169454,1.169454,2.297,10,1.929718529,0.71328202,3.487572264,0.133126,0.047138,0.219114,0.326497541,0.670944988,0.433922479,3.380188724,23.38600451,16.27906977,0.754242615,0,11.43934632,26.55562539,11.25078567,0,0,1.099937146,12.35072282,3.991200503,8,0.1744947,-0.777055712,-2.839900241,0,0,0,0,0,0,0.453177995,0,0.668773355,0.447957836,0,0.359809342,0,0.453177995,0.668773355,1.929718529,0,0,81.85328185,18.14671815,0,0,1.34723635,0.582482178
11/08/2017,Singapore,Sisters,1.215376,103.83138,6,11.68,4.2,1.688178085,0.761561505,2.775226769,0.97196,0.97196,1.918,10,1.593602085,0.728073505,2.619562769,0.094576,0.033488,0.155664,0.261248318,0.541449767,0.500313187,2.513978451,15.64129301,16.2976085,3.277236492,0,25.81930912,24.97785651,2.701505757,0,0,1.682905226,4.384410983,7.573073516,6,0.1744947,-0.691484933,-2.379663018,0,0,0,0,0.336763468,0,0.553967254,0,0.05862592,0,0,0.644245443,0.336763468,0.553967254,0.05862592,1.593602085,42,0,27,31,0.644245443,0,0.371090944,0.578265698
30/10/2017,Singapore,TPT,1.230714,103.730356,1,7.71,3,3.205608597,1.518266612,5.522923561,0.99781,0.99781,2.031,10,3.195665597,1.514545612,5.506758561,0.009943,0.003721,0.016165,1.027318312,1.269260284,0.4909483,4.495605249,25.91649695,2.377240842,0,0,4.94933749,43.49181606,8.456742011,0,0,3.936087295,12.39282931,1.948558067,9,0.025035901,0.157634384,-3.047974213,0,0,0,0,0,0,0.627406065,0,0.061592016,1.308235033,0.13541124,1.063021242,0,0.627406065,0.061592016,3.195665597,0,8.644400786,66.79764244,24.55795678,0,0.416306417,2.159853228,0.619505952
30/10/2017,Singapore,TPT,1.230714,103.730356,2,7.71,3.1,3.970305649,1.9707728,6.524728867,1.186515,1.186515,2.33,10,3.931185649,1.9561328,6.461128867,0.03912,0.01464,0.0636,1.236542382,1.652818267,0.734230418,5.288186485,31.93133047,9.888751545,0,0,11.57807993,41.49155336,0,0,0,1.4421096,1.4421096,3.502266172,8,0.025035901,0.335697366,-3.634608283,0,0,0,0,0.04666039,0,0.812893779,0,0.564503808,1.018122536,0,1.489005135,0.04666039,0.812893779,0.564503808,3.931185649,0,11.21621622,57.97297297,30.81081081,0,0.554225452,2.124130704,1.206169102
30/10/2017,Singapore,TPT,1.230714,103.730356,3,7.71,3.4,4.86625637,2.444066728,7.947461806,1.101727,1.101727,2.207,10,4.85158637,2.444066728,7.923611806,0.01467,0,0.02385,0.351018807,3.511536563,2.093047921,7.596442999,41.75068745,3.602882306,0,0,5.084067254,35.3082466,4.523618895,0,0,3.042433947,7.566052842,3.84307446,12,0.025035901,2.286747662,-2.579508708,0,0,0,0,0,0,2.523176608,0,1.139961378,0.809120836,0,0.379327549,0,2.523176608,1.139961378,4.85158637,0,0,26.01536773,73.98463227,0,0,1.316115466,3.535470904
30/10/2017,Singapore,TPT,1.230714,103.730356,4,7.71,2.8,6.989676493,3.357687035,11.31371633,1.376254,1.376254,2.662,10,6.947948493,3.342071035,11.24587633,0.041728,0.015616,0.06784,0.662376386,5.073498106,2.695310648,10.65133994,41.46156759,9.616829452,0,0,7.062359128,29.93989482,0,0,0,0,0,11.45755071,11,0.025035901,3.549756206,-3.439920287,0,0,0,0,1.647895901,0,2.074594602,0,0.091504024,1.011130711,0,2.122823255,1.647895901,2.074594602,0.091504024,6.947948493,0,4.474885845,69.8630137,25.66210046,0,1.084596923,3.752142997,2.111208573
30/10/2017,Singapore,TPT,1.230714,103.730356,5,7.71,2.9,5.554170698,2.672874725,8.972932928,1.081047,1.081047,2.131,10,5.535099698,2.665737725,8.941927928,0.019071,0.007137,0.031005,0.756340767,3.812968932,1.916533959,8.216592161,32.75691699,5.552918842,0,0,16.23160892,29.28334124,0,0,0,1.898433792,1.898433792,11.62790698,9,0.025035901,2.61070003,-2.943470668,0,0,0,0,0,0,3.27146578,0,0.399417314,0,0,1.864216604,0,3.27146578,0.399417314,5.535099698,0,6.938159879,23.3785822,69.68325792,0,1.018193029,0.479547509,4.03735916
30/10/2017,Singapore,TPT,1.230714,103.730356,6,7.71,3,2.813839502,1.611426025,4.291000099,0.790493,0.790493,1.863,10,2.805200502,1.608193025,4.276955099,0.008639,0.003233,0.014045,0.052684954,2.040995547,1.558741071,4.238315145,27.37520129,2.110712863,0,0,3.663878933,33.89088013,6.252489048,0,0,13.30147352,19.55396256,0.915969733,7,0.025035901,1.155132647,-1.658706855,0,0,0,0,0,0,1.130994179,0,0.149705949,0,0,1.524500373,0,1.130994179,0.149705949,2.805200502,0,14.31372549,61.96078431,23.7254902,0,0.518861597,1.145115108,1.141223796
31/10/2017,Singapore,Mean,1.20259,103.755094,1,99,3.5,6.431477172,4.207556993,8.866747735,1.407791,1.407791,2.777,10,6.407086685,4.207843743,8.817680011,0.005278,0.004698,0.005858,0.433577659,4.715366513,3.773979334,8.433170076,5.665280665,1.911037891,0,0,5.041186161,41.25205931,3.459637562,0,0,1.779242175,5.238879736,5.831960461,5,0.066762402,3.115555111,-3.315922061,0,0,0,0,0,0,0.046902808,0,0.006981056,0,0.409860269,5.943342552,0,0.046902808,0.006981056,6.407086685,0,3.621169916,0,96.37883008,0,0.863250612,0,5.543836073
30/10/2017,Singapore,Mean,1.230714,103.730356,1,99,3,3.205608597,1.518266612,5.522923561,0.99781,0.99781,2.031,10,3.195665597,1.514545612,5.506758561,0.009943,0.003721,0.016165,1.027318312,1.269260284,0.4909483,4.495605249,7.923228346,2.377240842,0,0,4.94933749,43.49181606,8.456742011,0,0,3.936087295,12.39282931,1.948558067,9,0.025035901,0.157634384,-3.047974213,0,0,0,0,0,0,0.627406065,0,0.061592016,1.308235033,0.13541124,1.063021242,0,0.627406065,0.061592016,3.195665597,0,8.644400786,66.79764244,24.55795678,0,0.416306417,2.159853228,0.619505952
